종목코드,종목명,최종종가,만기평가가격,행사가격,전환비율,LP명,LP보유수량,상장일,최종거래일,상장폐지일,만기일,지급일,권리행사구분,기초자산명,CALL/PUT
"58K575","KBK575KOSPI200풋","0","374.6","338","100.000","KB증권","11500000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K576","KBK576KOSPI200풋","0","374.6","340","100.000","KB증권","11000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"58K577","KBK577KOSPI200풋","0","374.6","342","100.000","KB증권","11000000","2024/04/17","2024/05/16","2024/05/17","2024/05/20","2024/05/22","유럽형","코스피 200","풋"
"52JJ54","미래JJ54삼성전자콜","20","76660","75800","0.010","미래에셋증권","41330500","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"52JJ55","미래JJ55삼성전자콜","60","76660","71100","0.010","미래에셋증권","25683140","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"52JJ61","미래JJ61삼성전자풋","10","76660","67000","0.010","미래에셋증권","23899590","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","풋"
"52JJ75","미래JJ75POSCO홀콜","5","379100","660000","0.001","미래에셋증권","11820720","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","콜"
"52JJ76","미래JJ76POSCO홀콜","5","379100","606000","0.001","미래에셋증권","8559380","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","콜"
"52JJ90","미래JJ90엘지전자콜","5","99760","115000","0.005","미래에셋증권","26399000","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG전자","콜"
"52JJ91","미래JJ91엘지전자콜","5","99760","110000","0.005","미래에셋증권","21255000","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG전자","콜"
"52JJ92","미래JJ92엘지전자콜","5","99760","103500","0.005","미래에셋증권","16103220","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG전자","콜"
"52JK01","미래JK01네이버콜","10","170920","248000","0.002","미래에셋증권","25297290","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","NAVER","콜"
"52JK02","미래JK02네이버콜","20","170920","223500","0.002","미래에셋증권","16995500","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","NAVER","콜"
"52JK13","미래JK13LG에너지콜","5","356600","551000","0.001","미래에셋증권","14299990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG에너지솔루션","콜"
"52JK14","미래JK14LG에너지콜","5","356600","500000","0.001","미래에셋증권","10186430","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG에너지솔루션","콜"
"52JK21","미래JK21셀트리온콜","155","188680","160000","0.005","미래에셋증권","11499850","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","셀트리온","콜"
"52JK29","미래JK29SK하이닉콜","175","213000","133000","0.005","미래에셋증권","15899980","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","콜"
"52JK30","미래JK30SK하이닉콜","435","213000","120000","0.005","미래에셋증권","11353870","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","콜"
"52JK38","미래JK38SK이노콜","15","103600","203000","0.002","미래에셋증권","13599900","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"52JK39","미래JK39SK이노콜","10","103600","195000","0.002","미래에셋증권","12399980","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"52JK40","미래JK40SK이노콜","20","103600","184500","0.002","미래에셋증권","10686690","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"52JK51","미래JK51LG화학콜","5","373200","636000","0.001","미래에셋증권","11999990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG화학","콜"
"52JK52","미래JK52LG화학콜","15","373200","600000","0.001","미래에셋증권","8835700","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG화학","콜"
"52JK61","미래JK61카카오콜","10","43440","57500","0.010","미래에셋증권","21505960","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","콜"
"52JK62","미래JK62카카오콜","10","43440","55100","0.010","미래에셋증권","18593970","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","콜"
"52JK63","미래JK63카카오콜","15","43440","52800","0.010","미래에셋증권","15636840","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","콜"
"52JK68","미래JK68포스코퓨콜","10","281900","500000","0.002","미래에셋증권","4181410","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","포스코퓨처엠","콜"
"52JK75","미래JK75LG이노텍콜","5","241900","266000","0.002","미래에셋증권","19190050","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG이노텍","콜"
"52JK76","미래JK76LG이노텍콜","15","241900","250000","0.002","미래에셋증권","14384720","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG이노텍","콜"
"52JK87","미래JK87두산에너콜","5","19460","18800","0.050","미래에셋증권","14499980","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","두산에너빌리티","콜"
"52JK93","미래JK93삼성전기콜","20","150160","162000","0.005","미래에셋증권","14891210","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전기","콜"
"52JK94","미래JK94삼성전기콜","15","150160","155000","0.005","미래에셋증권","12489990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전기","콜"
"52JL04","미래JL04한국항공콜","15","51440","54700","0.020","미래에셋증권","9260350","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한국항공우주","콜"
"52JL10","미래JL10모비스콜","15","221200","250000","0.002","미래에셋증권","27799970","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대모비스","콜"
"52JL11","미래JL11모비스콜","5","221200","234500","0.002","미래에셋증권","21299990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대모비스","콜"
"52JL19","미래JL19현대차콜","65","268500","213500","0.005","미래에셋증권","16699980","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대차","콜"
"52JL20","미래JL20현대차콜","240","268500","200000","0.005","미래에셋증권","12099990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대차","콜"
"52JL28","미래JL28삼성SDI콜","20","393900","705000","0.001","미래에셋증권","17899990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성SDI","콜"
"52JL29","미래JL29삼성SDI콜","15","393900","661000","0.001","미래에셋증권","13899280","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성SDI","콜"
"52JL36","미래JL36기아콜","385","121740","89500","0.010","미래에셋증권","21799980","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","기아","콜"
"52JL37","미래JL37기아콜","125","121740","85700","0.010","미래에셋증권","16999980","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","기아","콜"
"52JL43","미래JL43SKC콜","70","167700","109500","0.010","미래에셋증권","6899990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SKC","콜"
"52JL51","미래JL51삼성바이콜","5","740800","884000","0.001","미래에셋증권","18539140","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성바이오로직스","콜"
"52JL52","미래JL52삼성바이콜","10","740800","829000","0.001","미래에셋증권","13399980","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성바이오로직스","콜"
"52JL53","미래JL53삼성바이콜","15","740800","780000","0.001","미래에셋증권","10399970","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성바이오로직스","콜"
"52JL56","미래JL56현대건설콜","5","32830","40500","0.020","미래에셋증권","14567690","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대건설","콜"
"52JL65","미래JL65한국전력콜","5","19808","21000","0.050","미래에셋증권","15080660","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한국전력","콜"
"52JL66","미래JL66한국전력콜","25","19808","20100","0.050","미래에셋증권","12499980","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한국전력","콜"
"52JL72","미래JL72NC소프트콜","10","188540","306000","0.002","미래에셋증권","19799940","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","엔씨소프트","콜"
"52JL73","미래JL73NC소프트콜","10","188540","293000","0.002","미래에셋증권","16998490","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","엔씨소프트","콜"
"52JL80","미래JL80하이브콜","20","199260","277500","0.002","미래에셋증권","10899980","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","하이브","콜"
"52JL85","미래JL85DB하이텍콜","5","42490","63700","0.010","미래에셋증권","17775510","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","DB하이텍","콜"
"52JL92","미래JL92한화솔루콜","10","31750","41300","0.020","미래에셋증권","9709650","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한화솔루션","콜"
"52JM00","미래JM00엘지디스콜","15","10130","14234","0.054","미래에셋증권","14969990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG디스플레이","콜"
"52JM12","미래JM12에코비엠콜","20","213900","422700","0.002","미래에셋증권","3291700","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","에코프로비엠","콜"
"52JM27","미래JM27JYP ENT.콜","5","58120","139700","0.005","미래에셋증권","7717040","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","JYP Ent.","콜"
"52JN16","미래JN16삼성전자콜","45","76660","73200","0.010","미래에셋증권","25659190","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"52JN17","미래JN17삼성전자콜","80","76660","68900","0.010","미래에셋증권","17279760","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"52JN18","미래JN18삼성전자콜","185","76660","66300","0.010","미래에셋증권","13899980","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"52JN19","미래JN19삼성전자콜","130","76660","62500","0.010","미래에셋증권","10486470","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"52JN23","미래JN23삼성전자풋","5","76660","64700","0.010","미래에셋증권","41699670","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","풋"
"52JN31","미래JN31POSCO홀콜","25","379100","550000","0.001","미래에셋증권","9986510","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","콜"
"52JN47","미래JN47카카오콜","10","43440","50200","0.020","미래에셋증권","10494470","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","콜"
"52JN48","미래JN48카카오콜","10","43440","46300","0.020","미래에셋증권","7599830","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","콜"
"52JN55","미래JN55SK하이닉콜","105","213000","126000","0.005","미래에셋증권","18899980","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","콜"
"52JN59","미래JN59SK하이닉풋","10","213000","105000","0.005","미래에셋증권","20897480","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","풋"
"52JN67","미래JN67LG에너지풋","90","356600","458500","0.001","미래에셋증권","31299990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG에너지솔루션","풋"
"52JN75","미래JN75셀트리온콜","180","188680","153500","0.005","미래에셋증권","12906430","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","셀트리온","콜"
"52JN85","미래JN85LG화학콜","10","373200","552000","0.001","미래에셋증권","14034930","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG화학","콜"
"52JN93","미래JN93네이버콜","10","170920","215000","0.002","미래에셋증권","19526730","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","NAVER","콜"
"52JN94","미래JN94네이버콜","10","170920","202500","0.002","미래에셋증권","15679880","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","NAVER","콜"
"52JN95","미래JN95네이버콜","10","170920","195000","0.002","미래에셋증권","13487290","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","NAVER","콜"
"52JN97","미래JN97네이버풋","50","170920","198000","0.002","미래에셋증권","38480000","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","NAVER","풋"
"52JP05","미래JP05SK이노콜","10","103600","171000","0.005","미래에셋증권","7386380","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"52JP14","미래JP14LG생건콜","10","403900","513000","0.002","미래에셋증권","11740950","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG생활건강","콜"
"52JP20","미래JP20포스코퓨콜","35","281900","401500","0.002","미래에셋증권","5699400","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","포스코퓨처엠","콜"
"52JP34","미래JP34한국전력콜","55","19808","19100","0.050","미래에셋증권","15199990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한국전력","콜"
"52JP42","미래JP42하나금융콜","220","59940","44600","0.020","미래에셋증권","25699980","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","하나금융지주","콜"
"52JP48","미래JP48현대차콜","240","268500","206000","0.005","미래에셋증권","22299980","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대차","콜"
"52JP54","미래JP54삼성SDI콜","35","393900","640000","0.001","미래에셋증권","18799990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성SDI","콜"
"52JP55","미래JP55삼성SDI콜","30","393900","601000","0.001","미래에셋증권","14799980","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성SDI","콜"
"52JP56","미래JP56삼성SDI콜","15","393900","545000","0.001","미래에셋증권","10213280","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성SDI","콜"
"52JP62","미래JP62두산에너콜","95","19460","17500","0.050","미래에셋증권","12036780","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","두산에너빌리티","콜"
"52JP71","미래JP71모비스콜","10","221200","240000","0.002","미래에셋증권","23299970","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대모비스","콜"
"52JP72","미래JP72모비스풋","15","221200","212000","0.002","미래에셋증권","43499990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대모비스","풋"
"52JP78","미래JP78호텔신라콜","5","55980","89800","0.010","미래에셋증권","10199990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","호텔신라","콜"
"52JP79","미래JP79호텔신라콜","10","55980","80000","0.010","미래에셋증권","6517970","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","호텔신라","콜"
"52JP84","미래JP84신한지주콜","70","46850","38000","0.020","미래에셋증권","25699980","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","신한지주","콜"
"52JP90","미래JP90삼성바이콜","15","740800","804000","0.001","미래에셋증권","25699980","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성바이오로직스","콜"
"52JP96","미래JP96삼성전기콜","20","150160","151000","0.005","미래에셋증권","16999980","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전기","콜"
"52JQ02","미래JQ02HMM콜","25","17908","18200","0.050","미래에셋증권","12054900","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","HMM","콜"
"52JQ08","미래JQ08아모레콜","85","183200","132500","0.005","미래에셋증권","12399990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","아모레퍼시픽","콜"
"52JQ19","미래JQ19NC소프트콜","15","188540","249000","0.002","미래에셋증권","18239960","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","엔씨소프트","콜"
"52JQ27","미래JQ27SKC콜","435","167700","93400","0.010","미래에셋증권","10699990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SKC","콜"
"52JQ31","미래JQ31하이브콜","30","199260","261000","0.002","미래에셋증권","15864720","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","하이브","콜"
"52JQ35","미래JQ35DB하이텍콜","15","42490","55900","0.010","미래에셋증권","21972690","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","DB하이텍","콜"
"52JQ38","미래JQ38엘지디스콜","5","10130","13402","0.054","미래에셋증권","18599990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG디스플레이","콜"
"52JQ39","미래JQ39엘지디스콜","5","10130","12016","0.054","미래에셋증권","8781480","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG디스플레이","콜"
"52JQ42","미래JQ42KB금융콜","165","79300","60100","0.010","미래에셋증권","43499990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","KB금융","콜"
"52JQ45","미래JQ45한화솔루콜","20","31750","30300","0.020","미래에셋증권","7799660","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한화솔루션","콜"
"52JQ52","미래JQ52케이티콜","20","36780","35900","0.020","미래에셋증권","66699980","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","KT","콜"
"52JR26","미래JR26삼성전자콜","55","76660","70200","0.010","미래에셋증권","34491970","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"52JR34","미래JR34삼성전자풋","5","76660","70000","0.010","미래에셋증권","14499800","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","풋"
"52JR43","미래JR43POSCO홀콜","10","379100","467000","0.001","미래에셋증권","9955340","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","콜"
"52JR55","미래JR55LG화학콜","10","373200","520000","0.002","미래에셋증권","8974990","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG화학","콜"
"52JR65","미래JR65카카오콜","25","43440","42000","0.020","미래에셋증권","9898940","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","콜"
"52JR71","미래JR71SK텔레콤콜","15","51360","53700","0.020","미래에셋증권","28599990","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK텔레콤","콜"
"52JR72","미래JR72SK텔레콤콜","15","51360","51400","0.020","미래에셋증권","20899990","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK텔레콤","콜"
"52JR79","미래JR79LG에너지콜","10","356600","464000","0.002","미래에셋증권","7274990","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG에너지솔루션","콜"
"52JR94","미래JR94셀트리온풋","5","188680","140000","0.005","미래에셋증권","13199990","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","셀트리온","풋"
"52JS01","미래JS01SK이노콜","5","103600","154000","0.005","미래에셋증권","11399990","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"52JS12","미래JS12두산에너콜","75","19460","16700","0.050","미래에셋증권","17298980","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","두산에너빌리티","콜"
"52JS17","미래JS17현대차콜","340","268500","192000","0.005","미래에셋증권","12999980","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대차","콜"
"52JS24","미래JS24포스코퓨콜","10","281900","333000","0.002","미래에셋증권","6488790","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","포스코퓨처엠","콜"
"52JS30","미래JS30LG생건콜","10","403900","452000","0.002","미래에셋증권","11999480","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG생활건강","콜"
"52JS34","미래JS34기아콜","320","121740","83500","0.010","미래에셋증권","12099980","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","기아","콜"
"52JS37","미래JS37하나금융콜","70","59940","42800","0.020","미래에셋증권","12999980","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","하나금융지주","콜"
"52JS41","미래JS41모비스콜","15","221200","223000","0.002","미래에셋증권","19297090","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대모비스","콜"
"52JS46","미래JS46호텔신라콜","5","55980","75700","0.010","미래에셋증권","8599990","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","호텔신라","콜"
"52JS48","미래JS48NC소프트콜","15","188540","227500","0.002","미래에셋증권","26390210","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","엔씨소프트","콜"
"52JS51","미래JS51삼성바이콜","25","740800","745000","0.001","미래에셋증권","14999980","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성바이오로직스","콜"
"52JS57","미래JS57신한지주콜","65","46850","36000","0.020","미래에셋증권","20899980","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","신한지주","콜"
"52JS61","미래JS61HMM콜","70","17908","17100","0.050","미래에셋증권","14299990","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","HMM","콜"
"52JS67","미래JS67삼성E&A콜","5","22790","28900","0.020","미래에셋증권","11818180","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성엔지니어링","콜"
"52JS70","미래JS70카카뱅크콜","10","22410","25200","0.020","미래에셋증권","20490800","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오뱅크","콜"
"52JS74","미래JS74에코비엠콜","10","213900","261600","0.002","미래에셋증권","5948490","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","에코프로비엠","콜"
"52JS82","미래JS82에코프로콜","15","103320","186440","0.005","미래에셋증권","3341480","2023/11/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","에코프로","콜"
"52JT78","미래JT78POSCO홀콜","15","379100","438000","0.002","미래에셋증권","9364530","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","콜"
"52JT84","미래JT84POSCO홀풋","40","379100","394500","0.002","미래에셋증권","16699970","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","풋"
"52JT88","미래JT88삼성전자콜","30","76660","74000","0.010","미래에셋증권","38450000","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"52JV03","미래JV03카카오풋","15","43440","43000","0.020","미래에셋증권","9999990","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","풋"
"52JV19","미래JV19삼성SDI콜","10","393900","504000","0.002","미래에셋증권","9494470","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성SDI","콜"
"52JV24","미래JV24엘지전자콜","10","99760","101000","0.005","미래에셋증권","21794970","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG전자","콜"
"52JV25","미래JV25엘지전자콜","30","99760","95600","0.005","미래에셋증권","16699990","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG전자","콜"
"52JV30","미래JV30엘지전자풋","15","99760","99400","0.005","미래에셋증권","27099970","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG전자","풋"
"52JV34","미래JV34SK이노콜","40","103600","139500","0.005","미래에셋증권","9299710","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"52JV51","미래JV51SK하이닉풋","10","213000","123500","0.005","미래에셋증권","16199670","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","풋"
"52JV59","미래JV59포스코퓨풋","15","281900","253000","0.002","미래에셋증권","9499980","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","포스코퓨처엠","풋"
"52JV66","미래JV66두산에너콜","250","19460","15500","0.050","미래에셋증권","29499980","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","두산에너빌리티","콜"
"52JV73","미래JV73LG생건콜","200","403900","348500","0.002","미래에셋증권","18899990","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG생활건강","콜"
"52JV87","미래JV87하이브콜","5","199260","240000","0.002","미래에셋증권","19299900","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","하이브","콜"
"52JW05","미래JW05NC소프트콜","5","215000","275000","0.002","미래에셋증권","22300000","2023/12/19","2024/05/23","2024/05/24","2024/05/27","2024/05/29","유럽형","엔씨소프트","콜"
"52JW08","미래JW08NC소프트풋","75","188540","233000","0.002","미래에셋증권","27738640","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","엔씨소프트","풋"
"52JW12","미래JW12HMM콜","95","17908","16300","0.050","미래에셋증권","16189940","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","HMM","콜"
"52JW14","미래JW14한국항공콜","20","51440","53600","0.020","미래에셋증권","14234990","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한국항공우주","콜"
"52JW18","미래JW18S-OIL콜","15","66840","75200","0.010","미래에셋증권","32299960","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","S-Oil","콜"
"52JW20","미래JW20카카뱅크풋","10","22410","20300","0.020","미래에셋증권","20499980","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오뱅크","풋"
"52JW24","미래JW24아모레콜","75","183200","138500","0.005","미래에셋증권","12199980","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","아모레퍼시픽","콜"
